Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
rb_roller_7,4.16612164159252E-07,0.000147327119864316,-3.32263468273697E-07,0,0,0,0.00139539544347283,4.53966585598475E-08,-1.47407342691648E-12,1.13502838930017E-11,2.13340879681541E-08,-9.99241718102339E-14,4.54067258740392E-08,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_7.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_7.STL,,Wheel-5/Rubber_sh-3,Coordinate System35,Axis34,rb_roller_7j,continuous,-0.0196848079795271,-0.0152500039189009,0.0115656668799395,-1.03958635374307,0,1.57079632679491,rb_wheel,0,-1,0,,,,,,,,,,,,
rb_roller_8,5.04284654971598E-08,0.00014732393282807,5.3080527573357E-07,0,0,0,0.00139539532973596,4.54140615105575E-08,9.43579152549662E-13,1.13450410607055E-12,2.13340896598942E-08,-1.1524128013455E-12,4.5389352491907E-08,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_8.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_8.STL,,Wheel-5/Rubber_sh-2,Coordinate System36,Axis35,rb_roller_8j,continuous,-0.0170825563686924,-0.015250003918901,-0.0151473923960548,-2.29622341517897,0,1.5707963267949,rb_wheel,0,-1,0,,,,,,,,,,,,
rb_roller_9,-2.12449241157597E-07,0.000147341813418578,-4.92879354468956E-07,0,0,0,0.00139539336919468,4.54121455907582E-08,-5.15685917402683E-13,-6.53182301176713E-12,2.13340741711186E-08,1.36950123863908E-12,4.53911930515838E-08,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_9.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_9.STL,,Wheel-5/Rubber_sh-1,Coordinate System37,Axis36,rb_roller_9j,continuous,0.0091272126973078,-0.0152500039189009,-0.0209272933325582,2.73032483056468,0,1.57079632679491,rb_wheel,0,-1,0,,,,,,,,,,,,
rb_roller_10,2.26790524252701E-07,0.000147357223968803,-4.64878001614488E-07,0,0,0,0.00139539240967916,4.54060923099884E-08,-1.36590982698918E-12,1.14980208518405E-11,2.13340556553112E-08,4.6732024185743E-13,4.5397138638823E-08,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_10.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/rb_roller_10.STL,,Wheel-5/Rubber_sh-5,Coordinate System38,Axis37,rb_roller_10j,continuous,0.0227234892065467,-0.0152500039189007,0.00221359071306901,1.47368776912882,0,1.5707963267949,rb_wheel,0,-1,0,,,,,,,,,,,,
lb_wheel,2.35319541630474E-11,-0.00900489896476273,-4.28218904779953E-10,0,0,0,0.0389563583196813,6.96753570378051E-06,6.56450534122083E-21,-1.1814622015261E-21,1.37135800312478E-05,-3.44211817036133E-19,6.96753570378062E-06,0,0,0,0,0,0,package://prometheus_final/meshes/lb_wheel.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_wheel.STL,,Wheel-4/Alu_Base-1;Wheel-4/Alu_Base-2;Wheel-4/Middle_Plastic-1,Coordinate System5,Axis4,lb_joint,continuous,-0.0642425134965542,0.0653296446958099,0.00900000000000012,0,0,0.785398163397449,base_link,0,-1,0,,,,,,,,,,,,
lb_roller_1,2.65644053525083E-07,-0.000147338598933344,4.57394661368404E-07,0,0,0,0.00139539451268109,4.54047910423719E-08,1.41852170449312E-12,-1.19862921937281E-11,2.13340831171135E-08,3.93505360035776E-13,4.53985816800764E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_1.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_1.STL,,Wheel-4/Rubber_sh-13,Coordinate System39,Axis38,lb_roller_1j,continuous,-0.00538519664075929,-0.00275000000000546,0.0221868543686739,-0.238115391906464,0,1.5707963267949,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_2,1.09321041837709E-05,-0.000146933074146982,-4.69206156650248E-07,0,0,0,0.00139539335594266,4.52682887558103E-08,1.81692288658437E-09,-1.14193102380133E-11,2.14719911842835E-08,-1.343896250789E-12,4.5397044856162E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_2.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_2.STL,,Wheel-4/Rubber_sh-12,Coordinate System40,Axis39,lb_roller_2j,continuous,-0.022765,-0.00275,0.0017345,-1.4945,-0.075605,1.565,lb_wheel,0.075752,-0.99713,0,,,,,,,,,,,,
lb_roller_3,6.89642931026024E-08,-0.00014733965288255,-5.17590506454724E-07,0,0,0,0.00139539273648454,4.54139798029543E-08,-8.90139466394626E-13,-4.36680808970182E-13,2.13340678607654E-08,-1.161070977797E-12,4.53893373894174E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_3.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_3.STL,,Wheel-4/Rubber_sh-11,Coordinate System41,Axis40,lb_roller_3j,continuous,-0.0086844,-0.00275,-0.021115,-2.7514,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_4,5.34931858829635E-07,-0.000147338841200356,3.22336790037347E-08,0,0,0,0.00139539546102825,4.5389376474296E-08,1.13002370273233E-12,1.36425233214467E-12,2.13340933992647E-08,-9.50303178690665E-13,4.54140369924233E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_4.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_4.STL,,Wheel-4/Rubber_sh-10,Coordinate System42,Axis41,lb_roller_4j,continuous,0.017398,-0.00275,-0.014784,2.2752,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_5,-2.97140678923169E-07,-0.000147338864258689,4.20195969894066E-07,0,0,0,0.00139539322406287,4.54086638712717E-08,2.30173687931599E-13,1.01585708954256E-11,2.13340721111102E-08,1.42669489110408E-12,4.53946434884934E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_5.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_5.STL,,Wheel-4/Rubber_sh-14,Coordinate System43,Axis42,lb_roller_5j,continuous,0.019437,-0.00275,0.011978,1.0185,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_6,-4.04895083849777E-07,0.000147341923785314,-3.56214196778337E-07,0,0,0,0.00139539370471573,4.54041531984933E-08,7.36155102472686E-14,-1.21207609108336E-11,2.13340695253886E-08,1.48598527937525E-12,4.53991800874018E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_6.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_6.STL,,Wheel-4/Rubber_sh-4,Coordinate System44,Axis43,lb_roller_6j,continuous,-0.017398,-0.01525,0.014784,-0.86643,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_7,3.79918546102032E-07,0.000147338171878231,-3.58993282115194E-07,0,0,0,0.00139539225252719,4.53967085294771E-08,-1.46330490293456E-12,1.12991294608119E-11,2.13340582228559E-08,-8.00729393469798E-14,4.54065663005389E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_7.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_7.STL,,Wheel-4/Rubber_sh-3,Coordinate System45,Axis44,lb_roller_7j,continuous,-0.019437,-0.01525,-0.011978,-2.1231,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_8,5.21628737357172E-08,0.000147338495208912,5.36465485562188E-07,0,0,0,0.00139539445496589,4.5414018177466E-08,9.3619545716425E-13,1.12016061153978E-12,2.13340793923823E-08,-1.14657595517511E-12,4.53893454406918E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_8.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_8.STL,,Wheel-4/Rubber_sh-2,Coordinate System46,Axis45,lb_roller_8j,continuous,0.0053852,-0.01525,-0.022187,2.9035,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_9,-2.14858116548422E-07,0.00014734106186598,-4.85698267715939E-07,0,0,0,0.00139539411568861,4.54121607421479E-08,-5.22055234308769E-13,-6.56476109527629E-12,2.1334066626032E-08,1.37436146762825E-12,4.53911239781963E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_9.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_9.STL,,Wheel-4/Rubber_sh-1,Coordinate System47,Axis46,lb_roller_9j,continuous,0.022765,-0.01525,-0.0017345,1.6468,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
lb_roller_10,2.44374253582924E-07,0.000147339013310877,-4.77318872482702E-07,0,0,0,0.00139539493637632,4.54061732161867E-08,-1.39979572415513E-12,1.1558745820093E-11,2.13340857132829E-08,4.77449285009063E-13,4.53972132449756E-08,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_10.STL,0.796078431372549,0.823529411764706,0.937254901960784,1,0,0,0,0,0,0,package://prometheus_final/meshes/lb_roller_10.STL,,Wheel-4/Rubber_sh-5,Coordinate System48,Axis47,lb_roller_10j,continuous,0.0086844,-0.01525,0.021115,0.3902,0,1.5708,lb_wheel,0,-1,0,,,,,,,,,,,,
dribbler_link,-3.87375456320782E-05,-0.0409997892671084,-3.96662819577287E-05,0,0,0,0.0241128641798855,1.102363801094E-05,-1.22163139229377E-11,-2.0941388413754E-10,1.05237272862047E-06,-4.13561199268897E-11,1.10273083883318E-05,0,0,0,0,0,0,package://prometheus_final/meshes/dribbler_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://prometheus_final/meshes/dribbler_link.STL,,Dribler-1,Coordinate System6,Axis5,dribbler_joint,continuous,0.079199,-0.041112,0.025,0,0,3.1416,base_link,0,-1,0,,,,,,,,,,,,
kicker,-6.93889390390723E-18,0.104102445666438,1.11022302462516E-16,0,0,0,0.0214019082131495,4.31926055084354E-05,-1.71320322385931E-20,1.04883597617209E-14,4.01022876291696E-06,2.51623027462644E-19,4.68719190158993E-05,0,0,0,0,0,0,package://prometheus_final/meshes/kicker.STL,1,1,1,1,0,0,0,0,0,0,package://prometheus_final/meshes/kicker.STL,,kicker-1,Coordinate System7,Axis_kicker_joint2,kicker_joint,prismatic,-0.073603,3.0668E-05,0.007,0,0,-1.5708,base_link,0,1,0,200,200,0.01,0.04,,,,,,,,
camera,-2.63337471674702E-05,-0.00347923630982563,-0.000162556993460343,0,0,0,0.00154848038962445,6.15271621780032E-08,-1.55024817384197E-11,-3.76747400816833E-10,9.81432222447607E-08,2.74781334419596E-09,5.63298102642908E-08,0,0,0,0,0,0,package://prometheus_final/meshes/camera.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://prometheus_final/meshes/camera.STL,,camera-3,Coordinate System8,Axis12,camera_joint,fixed,0.0734399264553863,-0.000111800111634308,0.0678568681482025,-0.17453292519943,0,-1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
